Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa
Lovely Runner;Lovely Runner;TMDB;2024;"Ryu Sun-jae, un idol coreano agotado por la fama, pone fin a su propia vida. Im Sol, que en su adolescencia quedó paralítica tras un accidente y perdió por completo las ganas de vivir, encontró consuelo en las palabras de ánimo de Sun-jae y se convirtió en su mayor admiradora. Al conocer su muerte, queda devastada; entonces, de forma inexplicable, viaja quince años al pasado y se encuentra con un Sun-jae de 19 años. Decidida a cambiar el futuro, hará todo lo posible por salvarlo del destino que le espera.";https://image.tmdb.org/t/p/original/yNeYbG587BgeynMyLaT8YP2gR9P.jpg;Drama, Sci-Fi & Fantasy, Comedia, Misterio;8.537;1;16;https://www.themoviedb.org/tv/230923
Love's Ambition;Ambición de amor;TMDB;2025;Xu Yan, una famosa presentadora, y Shen Haoming, un miembro de la élite urbana, son una pareja admirada por muchos. Aunque parecen la pareja perfecta, sus diferencias de origen dificultan una verdadera conexión. Xu Yan, con su glamurosa identidad y su historia cuidadosamente elaborada, se casa con éxito con Shen Haoming, quien siempre ha tenido el control. Cuando surge un conflicto, Xu Yan decide dejar a Shen Haoming para siempre. Sin embargo, Shen Haoming se da cuenta de que se ha enamorado y quiere recuperar a Xu Yan. ¿Se encontrarán?;https://image.tmdb.org/t/p/original/xRjbtolMzeGfDOQ1iQcQodbujOl.jpg;Drama;8.4;2;32;https://www.themoviedb.org/tv/256920
Lovestruck in the City (2020);Amor en la ciudad;TMDB;2020;[Lovestruck in the City] Park Jae-Won es un arquitecto con una personalidad apasionada y honesta. Disfruta de las pequeñas calles de la ciudad y colecciona diferentes cosas. No olvida a la mujer que le robó el corazón y desapareció.  Lee Eun-O (Kim Ji-Won) trabaja como vendedor independiente. Hace un viaje sin hacer planes específicos. Durante su viaje, Lee Eun-O se encuentra con Park Jae-Won en un lugar extraño. Se presenta a sí misma como Yoon Sun-A y finge tener un espíritu libre, que es una personalidad totalmente diferente de su yo real. Ella se enamoró de él.;https://image.tmdb.org/t/p/original/oC0P5Kcq4p33Ic6fKQ4SFQ5QHAx.jpg;Drama;7.7;1;17;https://www.themoviedb.org/tv/113710
Marry Me Again;もう一度君に、プロポーズ;TMDB;2012;;https://image.tmdb.org/t/p/original/2eA58Mfblef4pu5QpytmdgOHNlE.jpg;Familia, Drama;0.0;1;10;https://www.themoviedb.org/tv/84964
Marry My Husband;30 Days Till I Marry My Husband's Nemesis;TMDB;2024;;https://image.tmdb.org/t/p/original/w5G3moxAKQrgsRgqdMbizduHXxX.jpg;Drama;8.0;1;1;https://www.themoviedb.org/tv/244951
Master's Sun;El sol del maestro;TMDB;2013;"Joo Won Joong es el CEO de Kingdom, un centro comercial. Es mezquino,  avaro y vanidoso, mide todas sus relaciones y sus actos a través del  dinero. Mientras tanto, Tae Gong Sil es una mujer que tiene la capacidad  de ver fantasmas luego de sufrir un accidente, sin embargo esta  habilidad le ha traído muchos problemas al ser despedida de cada trabajo  que consigue y de ser poseída por ellos cada vez que queda  inconsciente, por lo que no puede beber ni dormir. Pero todo cambiará  cuando ambos se encuentren; Joong Won aprenderá a confiar en Gong Sil y  la protegerá de cualquier peligro, y a su vez Tae Gong Sil ayudará a Joo  Joong Won con fantasmas que atormentan a sus clientes y podrá encontrar  un refugio para descansar de los espíritus.";https://image.tmdb.org/t/p/original/6D22y9njJxP97tGxYWRILiysmFR.jpg;Sci-Fi & Fantasy, Comedia, Drama;8.041;1;17;https://www.themoviedb.org/tv/57646
Me Too, Flower!;¡Yo también, Flor!;TMDB;2011;Algunas mujeres tratan de atrapar un hombre rico y mejorar su posición  social. Cha Bong Sun (Lee Ji Ah) no es su mujer común. La dura mujer  policía es una cínica que cree que el sistema jerárquico rígido de la  sociedad de riqueza y estatus debe ser abolido. Ella se encuentra con  Seo Jae Hee (Yoon Shi Yoon), asistente de estacionamiento en una tienda  por departamentos, luego se encuentran en repetidas ocasiones. Al  principio contenciosa, la relación entre los dos se vuelve romántica y  se enamoran. Pero imaginen la sorpresa de Bong Sun cuando se entera de  que Jae Hee es dueño de la empresa en la que trabaja con su socio, Park  Hwa Young (Han Go Eun). Él sólo trabaja allí como asistente de  estacionamiento para mantener su anonimato y monitorear a la empresa.  ¿Puede Bong Sun ser feliz en una relación con un hombre tan rico?;https://image.tmdb.org/t/p/original/lUu8eSFBkHHS0Zmd33mgdKYJqRx.jpg;Comedia, Drama, Romance;5.9;1;15;https://www.themoviedb.org/tv/44551
Meteor Garden;Jardín de meteoros (Meteor Garden);TMDB;2018;"Popular serie taiwanesa basada en el manga japonés ""Hana Yori Dango"" de Yoko Kamio. Shan Cai, una chica de clase media baja, va a la escuela privada Ying De, exclusiva para gente rica. Además de ser mirada con desprecio por sus compañeros millonarios, ella ha hecho enfurecer al líder de un grupo conocido como los F4, que son los herederos de las cuatro familias más ricas. Sus familias donan mucho dinero a la escuela, así que nadie se atreve a desafiarlos. Shan Cai ha sido la única que se ha atrevido a enfrentarse a Dao Ming Tse y eso hizo que despertara en él un interés hacia ella. No obstante, su continuo hostigamiento ha hecho que Shan Cai lo odie y también que se haya enamorado de Hua Ze Lei, quien siempre la ayudado en sus problemas.";https://image.tmdb.org/t/p/original/2w62ZrV3iQdVvlOAdrSJ3hUblRT.jpg;Drama, Familia;8.5;1;50;https://www.themoviedb.org/tv/79818
Mi Primer Amor de Verdad;Mi primer amor de verdad;TMDB;2019;Debido a diversos motivos personales, unos amigos de Yun Tae-o se mudan a su casa, donde comparten vivencias, desde el amor hasta la amistad.;https://image.tmdb.org/t/p/original/dHKjOEnAWiMzngxNzuC9NiXqMfB.jpg;Drama;8.2;2;16;https://www.themoviedb.org/tv/87527
Miss Hammurabi;미스 함무라비;TMDB;2018;;https://image.tmdb.org/t/p/original/5mm472kYxhIsUZdSWMivlz3Nzxd.jpg;Drama, Comedia;7.7;1;16;https://www.themoviedb.org/tv/79342
Miss Night and Day;Ella de día, otra de noche;TMDB;2024;Lee Mi-jin es una joven de unos 20 años que, misteriosamente, envejece 30 años cada vez que sale el sol, transformándose en una mujer de 50 llamada Lim-soon. Mi-jin consigue un trabajo en la Fiscalía, a las órdenes de un jefe muy estricto;https://image.tmdb.org/t/p/original/4B1DzZyH7m0GiyoBaQpeNItg0YP.jpg;Sci-Fi & Fantasy, Comedia, Misterio;8.543;1;16;https://www.themoviedb.org/tv/231749
Moon River;Moon River;TMDB;2025;El príncipe heredero Lee Gang, conocido por su aparente vida frívola, en realidad oculta el dolor por la muerte de su esposa y busca venganza. Su vida cambia al conocer a Park Dal I, una comerciante con amnesia que se parece a su difunta esposa. Aunque al principio chocan, terminan ayudando juntos a los necesitados. Un día despiertan y descubren que han intercambiado cuerpos, lo que los lleva a enfrentar conspiraciones políticas, secretos ocultos y una conexión profunda que los une más de lo que imaginaban.;https://image.tmdb.org/t/p/original/yPh9oLCwmbAF6iBibip7dq4Ojd6.jpg;Drama, Misterio, Comedia;8.958;1;14;https://www.themoviedb.org/tv/274570
Mr. Plankton;El Sr. Plancton;TMDB;2024;Un hombre atormentado por la desdicha y su ex, la prometida más desafortunada del mundo, se ven obligados a emprender juntos el último viaje que hará él en su vida.;https://image.tmdb.org/t/p/original/qS9teMgek3VUToD3Rc0NtSTsUWX.jpg;Comedia, Drama;8.054;1;10;https://www.themoviedb.org/tv/230448
Mr. Queen;Koi to Producer: EVOL×LOVE;TMDB;2020;En el anime la protagonista hereda una compañía de su difunto padre y ahora está a cargo de un programa de televisión como productora. Sin embargo, la compañía está al borde de la bancarrota debido a la falta de capital. Al tratar de salvar el popular programa y la compañía de su padre, conoce a cuatro “novios” potenciales. Sin embargo, antes de que ella lo supiera, está atrapada en una gran conspiración sobre poderes especiales conocidos como “Evol”.;https://image.tmdb.org/t/p/original/iRg6kX9WPonKDZ3dmgBYmqWao8Y.jpg;Animación, Drama, Misterio;7.045;1;12;https://www.themoviedb.org/tv/102285
Ms Incognito;착한 여자 부세미;TMDB;2025;;https://image.tmdb.org/t/p/original/5ZUbrX4fkhvKGooG72y5jOKfxiI.jpg;Crimen, Drama;7.4;1;12;https://www.themoviedb.org/tv/275593
My Boss;รับแซ่บ My Boss;TMDB;2015;;https://image.tmdb.org/t/p/original/6yvSFNMIL677sSeUBe3J9gLWQL.jpg;Drama;0.0;1;40;https://www.themoviedb.org/tv/234147
My Country - The New Age;Entre dinastías: La nueva era;TMDB;2019;Durante el final de la era Goryeo y el inicio de la de Joseon, dos amigos apuntan sus espadas entre sí debido a las diferencias de opinión sobre «mi país». En el ocaso del período Goryeo, algunos se encargan de proclamar la llegada de una nueva era, mientras otros arriesgan todo sin importar las consecuencias.;https://image.tmdb.org/t/p/original/juSfxfhGm88z38mqO1xar1lmYI2.jpg;Drama, Action & Adventure;7.0;1;16;https://www.themoviedb.org/tv/93490
My Dear Lady;Mi Estimada Dama;TMDB;2020;Tras divorciarse de su marido, Ling Xunxun decide celebrar su soltería. Sin embargo, de camino a una fiesta, su coche colisiona con otro lujoso en el arcén. El propietario del coche, Cheng Li, un joven que parece ser universitario, le pide una gran indemnización. Lo que empeora la situación es que resulta ser también el jefe de su nueva empresa.  Ahora endeudada, Xun Xun regresa a la fuerza laboral, sabiendo que la única manera de obtener la custodia de su hijo es pagando una ridícula suma de dinero y probando que tiene lo necesario para mantenerse a sí misma y a su hijo. Por lo que acepta trabajar como asistente para su nuevo jefe, que no le hará las cosas fáciles.;https://image.tmdb.org/t/p/original/oOAnNc1WR7nVkkUZEYo1Rah33YH.jpg;Drama;6.6;1;16;https://www.themoviedb.org/tv/103809
My Demon;If It's for My Daughter, I'd Even Defeat a Demon Lord;TMDB;2019;Dale es un bien conocido y hábil aventurero que se ha ganado una muy buena fama pese a su juventud. Un día, en una misión que lo lleva a las profundidades del bosque, descubre a una pequeña niña perdida. La niña parece ser un demonio y hay señales que muestran que ha sido exiliada, pero Dale se ve incapaz de abandonar sola en el bosque a una niña tan pequeña y de aspecto inocente, así que decide llevársela con él. ¿Qué hará Dale ahora con la pequeña y dulce Latina? ¡Pues ser su padre adoptivo!;https://image.tmdb.org/t/p/original/vtpPJuEhoAdDuaHbOIFRfvWWJ3n.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy;7.321;1;12;https://www.themoviedb.org/tv/88804
My Lovely Liar;My Lovely Liar;TMDB;2023;Cuenta la historia de una mujer que no puede confiar en las personas debido a su capacidad para escuchar mentiras y un sospechoso de asesinato en el que nadie cree.;https://image.tmdb.org/t/p/original/ayi72c1WLJpwG5GMs8RL5G6972s.jpg;Misterio, Comedia, Drama, Sci-Fi & Fantasy;7.562;1;16;https://www.themoviedb.org/tv/210781
My Man is Cupid;Mi hombre es un cupido;TMDB;2023;Historia de amores desafortunados entre un cupido y una chica humana. Los humanos y los cupidos no pueden ser pareja, pero él se dispara a sí mismo por accidente y se enamora, de modo que su destino se ve perjudicado. Ambos vuelven a encontrarse tras siglos de reencarnaciones. ¿Adónde llegará esta historia?;https://image.tmdb.org/t/p/original/foteCZN3yD449HzoKfUZF5XtxxI.jpg;Comedia, Drama;7.6;1;16;https://www.themoviedb.org/tv/155040
My Name;Me llamo Earl;TMDB;2005;La vida de Earl está llena de decisiones erróneas. Cuando, de repente, un pequeño premio de lotería parece anunciar un cambio en su vida, es atropellado por un coche y el billete premiado desaparece volando mientras Earl está inconsciente. En el hospital Carson Daly le enseña que el éxito de una persona depende del bien que haga a los demás. Tras salir del hospital, Earl encuentra el billete y decide empezar a hacer el bien: empieza por elaborar una lista con todas las cosas que ha hecho mal para ir compensándolas con buenas acciones.;https://image.tmdb.org/t/p/original/57shLTTkHvhLUhyP1t0lNZPoAxD.jpg;Comedia;7.656;4;92;https://www.themoviedb.org/tv/2317
My Romantic Some Recipe;마이 로맨틱 썸 레시피;TMDB;2016;;https://image.tmdb.org/t/p/original/m1SZ5tpfjh2IGWUKhXnQhrmhAgF.jpg;Comedia;5.5;1;6;https://www.themoviedb.org/tv/83345
My Strange Hero;Mi Extraño Héroe (My Strange Hero);TMDB;2018;Cuando Kang Bok Su era alumno de secundaria, fue falsamente acusado de cometer actos de violencia y fue expulsado de la escuela. Esto lo causaron su primer amor, Son Soo Jung, y un alumno llamado Oh Se Ho. Kang Bok Su ya es un adulto y su vida es un desastre. Regresa a la escuela como profesor, intentando buscar venganza. Sin embargo, se encuentra con circunstancias inesperadas.;https://image.tmdb.org/t/p/original/sY5QJHdrdjegDA8kIfGu3n2DnjK.jpg;Drama, Comedia, Misterio;7.367;1;32;https://www.themoviedb.org/tv/84464
Never Twice;Never Twice;TMDB;2019;Una antigua posada majestuosa se encuentra en el corazón de Seúl. Puede ser viejo, descolorido y desgastado, pero Nakwon Inn emana encantos del viejo mundo. A medida que el típico invierno frío y sin incidentes llega a su fin en la posada, los invitados comienzan a llegar uno por uno como si cada uno hubiera prometido estar presente. Extraña y coincidentemente, cada uno de ellos repite Never Twice al entrar. La verdad es que todos tienen una fatídica razón para estar allí. ¿Qué podría haber unido a estos individuos? ¿Y qué tienen todos en común teniendo en cuenta su estadía a largo plazo, los números de habitación asignados, el sexo, la edad y la ciudad de origen? Se revela la verdadera razón para venir a Nakwon Inn.;https://image.tmdb.org/t/p/original/d9BaEcwt11PxKAVo8gePtOQYaPi.jpg;;8.3;1;72;https://www.themoviedb.org/tv/94940
Nevertheless;Aun así;TMDB;2021;[Nevertheless] Un romance hiperrealista entre un hombre al que le molestan las relaciones pero le gusta coquetear y una mujer que quiere salir pero no cree en el amor.;https://image.tmdb.org/t/p/original/4zp48TRhUAMlnUr3nEROWwuoATD.jpg;Drama;7.339;1;10;https://www.themoviedb.org/tv/126035
No Gain No Love;El que no ama no gana;TMDB;2024;Son Hae Yeong es una mujer soltera que odia fracasar y no quiere perder dinero bajo ninguna circunstancia. Tiene una mala relación con el chico de la tienda de conveniencia, Kim Ji Uk, el cual es el tipo de persona que no puede ignorar a la gente necesitada y trata de hacer lo correcto. Un día, Hae Yeong descubre que en su empresa solamente dan beneficios y cargos importantes a aquellos que están casados, dejándola fuera de juego en un concurso para un proyecto importante. Es entonces cuando decide hacer una boda falsa y escoge como prometido a Ji Uk, dando lugar a un mar de líos.;https://image.tmdb.org/t/p/original/918t6O0bq286oiyUg9vbqyR07dt.jpg;Drama, Comedia;8.495;1;12;https://www.themoviedb.org/tv/229480
Odisea Coreana;Una odisea coreana;TMDB;2017;"Es una versión moderna de una novela clásica china, ""Journey to the West"". La historia muestra la vida de Jin Seon Mi que tiene la habilidad de ver fantasmas y quien por cosas del destino se cruza con Woo Hwi Chul un extraño ser que le pide un favor, mientras Seon Mi realiza el favor conoce a Son Oh Gong otro extraño ser que termina engañandola, debido a este incidente Seon Mi sufre muchos problemas.";https://image.tmdb.org/t/p/original/v5RYaPAP3Qp8FAMt2KClfIcse81.jpg;Comedia, Misterio, Sci-Fi & Fantasy, Drama;8.0;1;20;https://www.themoviedb.org/tv/75123
Oh My Ghost;Oh My Ghost;TMDB;2015;Na Bong-sun trabaja como ayudante de cocina en un restaurante muy popular, pero debido a su tímida personalidad y baja autoestima, está constantemente siendo reprendida en su trabajo. Desde que era niña, ha podido ver fantasmas ya que su abuela era una chamana. Un día es poseída por un fantasma llamado Shin Soon-ae, que era una chica que murió hace algunos años y no ha podido subir al cielo, por lo que está desesperada por seducir a un hombre para solucionar su problema. Kang Sun-woo es el dueño del restaurante y un chef famoso, y un día el empieza a notar en Bong-sun un cambio repentino, lo que hace que le empiece a interesar.;https://image.tmdb.org/t/p/original/9AJaQVTnCmdqIAeKnAMX3Er37AO.jpg;Comedia, Sci-Fi & Fantasy, Soap;8.1;1;16;https://www.themoviedb.org/tv/63119
Oh My venus;Oh Mi Venus;TMDB;2015;Kim Young Ho es un entrenador personal para las estrellas de  Hollywood. A pesar de que viene de una familia rica, pasó gran parte de  su infancia en el hospital. Ahora, él supera sus problemas con paciencia  y obstinación aunque su cuerpo sigue recordando el dolor del pasado.  Kang Joo Eun es abogada de 33 años de edad. Ella ha luchado por  mantener a su familia. Ahora, Kang Joo Eun tiene sobrepeso y no es tan  atractiva como en su juventud.;https://image.tmdb.org/t/p/original/hWIH7pU2By9uJoA91zgmplM3BtM.jpg;Comedia, Drama;8.1;1;16;https://www.themoviedb.org/tv/64320
Our Unwritten Seoul;Nuestro Seúl por descubrir;TMDB;2025;Dos hermanas gemelas, que son diferentes en todo excepto en su apariencia, deciden intercambiar sus identidades y emprenden un viaje para redescubrir la vida y el amor. Yoo Mi-rae, quien tenía un trabajo estable y parecía tenerlo todo de la vida, en realidad es víctima de acoso en el trabajo. Para salvar a su hermana, Yoo Mi-ji le propone vivir su vida por ella, tal como hacían cuando eran niñas, asumiendo cada una las cargas que odiaba la otra. Aunque preparadas para intercambiar vidas, las variables diarias inquietan el corazón de las hermanas: Mi-ji debe así reencontrarse con su primer amor, Ho-soo, que conoce a las hermanas desde la escuela, y que siente una extraña inquietud ante ella creyéndola su hermana. A su vez, Mi-rae trabaja en el campo del inexperto Han Se-jin, que se está dedicando a la agricultura por primera vez en su vida .Además, se revelan heridas y el dolor ocultos en lo profundo de los corazones de las gemelas Mi-ji y Mi-rae, así como de Lee Ho-soo y Han Se-jin.;https://image.tmdb.org/t/p/original/cI2jAwUO3paBOsUl0xcSQD4aBwe.jpg;Drama;8.453;1;12;https://www.themoviedb.org/tv/261980
Pasta;Pasta;TMDB;2010;Seo Yoo Kyung, es una mujer que sueña con convertirse en una exitosa  chef de primera clase, hasta que a su vida aparece el frío, arrogante y  elitista Choi Hyun Wook, un chef de primera que está decidido a no  permitir mujeres en su cocina. Ellos no saben es que él será el nuevo  chef principal donde ella trabaja, causando su despido inmediato por ser  mujer. Aun así, ella hará todo lo posible por regresar al trabajo,  demostrando el fuerte deseo por algún día ser una gran chef de pastas,  haciendo que él se interese más en ella.;https://image.tmdb.org/t/p/original/lOQ1f7MP0VDB7EQyPPJpkZCBYFA.jpg;Comedia, Drama;8.3;1;20;https://www.themoviedb.org/tv/32220
Perfect Marriage Revenge;Perfect Marriage Revenge;TMDB;2023;Han Yi Joo es pintora, fue adoptada de niña y su padre dirige Hanwool Financial Group. Sin embargo no es amada por sus padres ni por su hermana pequeña, por lo que siempre ha estado aislada de su familia. Ya de adulta, al haberse casado con un hombre que no la ama, Yi Joo simplemente se ha mudado de un hogar sin amor a otro. Aun así queda devastada cuando se entera de que su marido está enamorado de su hermana. Ese mismo día sufre un accidente automovilístico y muere. ¿O no?  Al despertar descubre que ha retrocedido en el tiempo a cuando estaba comprometida. Para cambiar su destino y vengarse de su familia, rompe su compromiso y se acerca a Seo Do Guk, con quien su hermana quiere casarse. Do Guk es nieto del fundador del Grupo Taeja, un joven inteligente y apuesto. Han Yi Joo quiere contraer matrimonio por contrato con él y este acepta de buena gana, pero quiere que el matrimonio se convierta en uno real. ¿Encontrará Yi Joo la manera de conseguir la vida que siempre ha deseado?;https://image.tmdb.org/t/p/original/sgYPKcQARJpmc2wFG5IGJ6vPuyi.jpg;Drama;7.912;1;12;https://www.themoviedb.org/tv/230524
Pinocchio;Pinocchio;TMDB;2009;;https://image.tmdb.org/t/p/original/drpKrXLim2mOjBaaGVGjrNOkqlw.jpg;Comedia, Action & Adventure;0.0;1;2;https://www.themoviedb.org/tv/86724
Playful Kiss;Beso Travieso;TMDB;2010;"La historia narra la vida de una estudiante, Oh Ha Ni que está completamente enamorada de Baek Seung Jo, un chico de altas notas, y con gran popularidad entre las chicas y el primer lugar en las calificaciones. Oh Ha Ni  no tiene un gran intelecto, ni suele sacar buenas notas  y también es  un poco despistada por lo que únicamente dispone de su persistencia y  valor para demostrar a Baek Seung Jo que ella es la chica ideal para  estar junto a él. En el momento de que Oh Ha Ni le declara su  amor por medio de una carta, Seung Jo que apenas la conoce la rechaza de  manera brusca y fría revisando la ortografía de la carta. Oh Ha Ni decide no darse por vencida.De repente cae un ""aerolito"" y destruye  su casa.  Un amigo de su padre los invita a vivir en su casa mientras  reconstruyen la suya, para la sorpresa de Oh Ha Ni descubre que está  viviendo en el hogar de Baek Seung Jo, que es el hijo  mayor del amigo de su padre.  Además, un amigo de Oh Ha Ni, Bong Joon Gu está  completamente enamorado de ella y no está dispuesto a dejarla ir tan  fácilmente, durante la historia se desatará un triangulo amoroso entre  ellos.";https://image.tmdb.org/t/p/original/9vK5tbMDetxdWenmujb1j2EqaUc.jpg;Comedia;7.8;1;17;https://www.themoviedb.org/tv/34408
Poisoned Love;Amor Envenenado;TMDB;2020;[Poisoned Love] La serie gira en torno a Fang Yan, una genio del doblaje que sufre de pesadillas y sonambulismo debido a un trauma y a Shi Meng, un joven productor de cine que de pequeño sufrió una traumática experiencia. Shi Meng ayuda a Fang Yan a salir de su trauma, sin embargo ella cree erróneamente que su hermano, Shi Yi fue el que la ayudó.  A través de malentendidos y experiencias, los tres comienzan a crecer y a ayudarse mutuamente. Mientras que Fang Yan y Shi Meng se enamoran y comienzan una relación.;https://image.tmdb.org/t/p/original/mFdta1lI0vTo97RtpSJja0BxuCC.jpg;Comedia, Drama;7.3;2;24;https://www.themoviedb.org/tv/110858
Put Your Head on My Shoulder;Un Ai Nai Jai Ter - Put Your Head On My Shoulder Thai;TMDB;2021;Prapai, una graduada en contabilidad que sueña con trabajar para una agencia de publicidad, tiene que vivir con Pupaa, un talentoso estudiante de física, y entre ellos pasaron muchas historias divertidas. Al pasar tiempo juntos, gradualmente caminan hacia el corazón del otro. Durante el proceso, dejan a un lado sus prejuicios, se animan mutuamente a superar todas las dificultades en su relación, encuentran una nueva dirección en la planificación de su carrera y vida, y finalmente cosechan el amor. Amor cálido, tiempo cálido.;https://image.tmdb.org/t/p/original/hRKFANmsNWDppF7MVg1lTYK6SHQ.jpg;Comedia;6.0;1;20;https://www.themoviedb.org/tv/134992
Queen - Love and War;Queen: Love and War;TMDB;2019;Un sageuk de fantasía sobre aquellos que luchan por el poder y el trono de la reina.;https://image.tmdb.org/t/p/original/pse4QCGMBSFeCY6yQ84qaO99wrU.jpg;Drama;4.6;1;16;https://www.themoviedb.org/tv/95109
Queen of Tears;Aşk ve Gözyaşı;TMDB;2025;;https://image.tmdb.org/t/p/original/8sflFc0FmTSbITrhcVGaWaCuUrD.jpg;Drama;4.0;1;7;https://www.themoviedb.org/tv/298792
Rainforest Passions;雨林爱发生;TMDB;2024;;https://image.tmdb.org/t/p/original/kXrdHzHB8d3PIxv4d7eYg4qXivO.jpg;Drama, Misterio;7.2;1;30;https://www.themoviedb.org/tv/270723
Resident Playbook;Manual para residentes;TMDB;2025;Los residentes de ginecología y obstetricia de primer año en el Centro Médico Yulje navegan por el caos de su trabajo y su vida personal, todo en su búsqueda por convertirse en médicos excepcionales.;https://image.tmdb.org/t/p/original/hjjRgAAwUak4TpbVYX0BzMdQU7s.jpg;Drama;8.043;1;12;https://www.themoviedb.org/tv/235355
Revenge of Others;La venganza de los otros;TMDB;2022;"Un chico cae y muere en el instituto, pero Ok Chanmi no cree que su hermano mellizo Park Wonseok se suicidase. Chanmi se traslada al instituto de su hermano, el instituto Yongtan, y conoce a Ji Sooheon, testigo de la muerte de su hermano. Un ""héroe"" que venga a alumnas víctimas de abusos aparece en el instituto Yongtan. Chanmi especula que puede esatr relacionado con su hermano y empieza a buscar al héroe.";https://image.tmdb.org/t/p/original/9CO3b2aISmyH9ZYRdOyVmb0wHaj.jpg;Drama, Misterio;8.255;1;12;https://www.themoviedb.org/tv/208336
ROOKIE COPS;Rookie Cops: Los reclutas;TMDB;2022;Una historia de madurez que refleja los retos, el espíritu y la pasión de la juventud de dos estudiantes de la Universidad de Policía Nacional de Corea, que experimentan el encanto y las dificultades de la vida mientras intentan convertirse en auténticos policías. Desde superar las diferencias, hasta hallar su amor en la escuela, dos estudiantes muy diferentes se esfuerzan por alcanzar sus sueños y aspiraciones cumpliendo con su deber.;https://image.tmdb.org/t/p/original/lqHqRAxlyy6RHAuDK5bcPJfD5b2.jpg;Drama;7.863;1;16;https://www.themoviedb.org/tv/126484
Royal Secret Inspector Joy;Secret Royal Inspector Joy;TMDB;2021;Un inspector real secreto trabaja como un funcionario encubierto que inspecciona las provincias locales para exponer la corrupción. Se une a una dama que busca la felicidad divorciándose de su actual marido. Luego, el dúo emprende un gran plan para descubrir la verdad y encontrar corrupciones.;https://image.tmdb.org/t/p/original/kRWWHvSMGDocUDZtUktvyz5Jlm.jpg;Drama, Misterio, Comedia;7.591;1;16;https://www.themoviedb.org/tv/130020
Scholar Who Walks The Night;Erudito caminando por la noche;TMDB;2015;Detrás de cada Rey de Joseon, se esconde un malvado vampiro llamado Gwi y sólo aquellos que han sido capaces de obedecerle lograron su permanencia en el trono.  Cuando el príncipe heredero se niega a servirle y descubre un plan para destruirlo, debe pagar las consecuencias por ello. Mientras tanto, su mejor amigo, Kim Sung Yeol, lo pierde todo a causa de Gwi, pero también se convierte en la única persona que puede derrotarlo.  Jo Yang Sun ha vivido toda su vida ocultando su verdadera identidad al vestirse como hombre y se ha dedicado a vender libros para cuidar de su familia. Una noche se encuentra con Kim Sung Yeol, un misterioso y atractivo erudito... que en realidad es un vampiro.  *Basado en el manhwa coreano*;https://image.tmdb.org/t/p/original/4TGGU7e2w47APhVU1vVayITow2N.jpg;Drama, Misterio;6.538;1;20;https://www.themoviedb.org/tv/63106
Secret  Love;รุ่นพี่ Secret Love;TMDB;2016;Emma (interpretada por Cherreen Horvejkul), una estudiante de primer año de la Facultad de Artes de la Comunicación de 18 años de edad. Emma es una chica encantadora, amable, y ama a los animales, especialmente los gatos, pero le tiene miedo a los perros. Debido a la infancia que ha tenido problemas con los perros, por lo tanto, solto el deseo de entrar a la facultad de Medicina Veterinaria. Después de la finalización del curso, durante la tarde, ella estaba trabajando en una tarea, en una vista de árbol de el club de amantes de los animales.;https://image.tmdb.org/t/p/original/hzQwsYIkhWuYBzd8kaBm9sWXkzv.jpg;Comedia;8.9;5;34;https://www.themoviedb.org/tv/69646
See You In My 19th Life;Nos vemos en mi 19.ª vida;TMDB;2023;Ban Ji Eum tiene una habilidad extraordinaria: puede recordar todas sus vidas pasadas. Después de que su vida anterior se ve interrumpida por un trágico accidente, se propone volver a conectarse con las personas de su vida pasada en la actual. ¿Los recuerdos de su vida número 18 sabotearán el romance en su vida número 19? ¿O el amor perdurará a lo largo de diferentes vidas?;https://image.tmdb.org/t/p/original/5A5wuL9uEd0SFbu65tfyS4G5C2Z.jpg;Drama, Comedia;8.1;1;12;https://www.themoviedb.org/tv/154824
Serendipity's Embrace;Serendipity's Embrace;TMDB;2024;En su último año de preparatoria, Lee Hong Ju se enamoró perdidamente. Pero esta primera experiencia amorosa terminó en desengaño. Desde entonces, se ha mostrado sumamente escéptica en todo lo relacionado con el amor. Una década después, luego de haberse convertido en productora de animación, el destino la reúne con su antiguo amor platónico, Hu Yeong, en una cafetería. Él regresó a Corea del Sur después de haber vivido en Estados Unidos y ahora, a sus 29 años, es asesor financiero. Ambos son golpeados por una oleada de emociones. ¿El destino les estará concediendo una nueva oportunidad para el amor? ¿O será demasiado tarde para eso?;https://image.tmdb.org/t/p/original/dw2EFsv4SUcOvzhteIuuf0KoBOn.jpg;Drama, Comedia;8.1;1;8;https://www.themoviedb.org/tv/211065
Shadow Love;与晋长安;TMDB;2025;;https://image.tmdb.org/t/p/original/pjoIBOqCxIZNMhvXySYMmc9mcH.jpg;Drama;8.6;1;38;https://www.themoviedb.org/tv/253093
She Would Never Know;Ella Nunca Lo Sabría;TMDB;2021;Es un romance de oficina sobre una mujer mayor que no quiere captar sentimientos por los hombres más jóvenes y los hombres jóvenes que son guapos, sexys y tienen un estilo sencillo.;https://image.tmdb.org/t/p/original/ibLtPN1OlUnvbEu9rPGZr2deDQf.jpg;Drama;7.6;1;16;https://www.themoviedb.org/tv/113965
